gid spike-times
23 70.0,139.0,201.0,273.0,333.0,402.0,467.0,541.0,611.0,674.0,725.0,800.0,860.0,933.0,1006.0,1084.0,1154.0,1218.0,1283.0,1346.0,1409.0,1478.0,1543.0,1596.0,1666.0,1738.0,1814.0,1879.0,1940.0,2011.0,2062.0,2128.0,2200.0,2273.0,2342.0,2388.0,2450.0,2525.0,2591.0,2660.0,2727.0,2795.0,2851.0,2925.0,3008.0,3082.0,3152.0,3226.0,3301.0,3368.0,3438.0,3517.0,3590.0,3664.0,3735.0,3802.0,3867.0,3939.0,4002.0,4061.0,4120.0,4185.0,4259.0,4319.0,4390.0,4448.0,4506.0,4566.0,4619.0,4666.0,4743.0,4803.0,4869.0,4938.0,4990.0,5074.0,5146.0,5222.0,5297.0,5368.0,5433.0,5492.0,5567.0,5644.0,5699.0,5754.0,5819.0,5884.0,5948.0,6012.0,6079.0,7070.652,8061.652,8170.732,8242.732,8307.732,8380.732,8441.732,8499.732,8559.732,8613.732,8679.732,8756.732,8830.732,8900.732,8960.732,9034.732,9087.732,9169.732,9228.732,9288.732,9350.732,9417.732,9481.732,9567.732,9640.732,9702.732,9783.732,9850.732,9925.732,9989.732
24 86.0,147.0,210.0,279.0,345.0,423.0,481.0,557.0,630.0,712.0,778.0,848.0,915.0,988.0,1053.0,1125.0,1175.0,1232.0,1307.0,1367.0,1429.0,1507.0,1576.0,1651.0,1719.0,1773.0,1827.0,1885.0,1952.0,2020.0,2086.0,2151.0,2215.0,2281.0,2372.0,2448.0,2517.0,2576.0,2635.0,2712.0,2778.0,2862.0,2940.0,3010.0,3067.0,3139.0,3220.0,3300.0,3368.0,3425.0,3509.0,3576.0,3637.0,3709.0,3772.0,3845.0,3918.0,3992.0,4075.0,4141.0,4219.0,4278.0,4346.0,4403.0,4465.0,4533.0,4609.0,4697.0,4761.0,4824.0,4883.0,4949.0,4997.0,5055.0,5130.0,5200.0,5263.0,5321.0,5385.0,5461.0,5525.0,5593.0,5655.0,5712.0,5765.0,5821.0,5894.0,5975.0,6040.0,7091.652,8094.652,8162.732,8222.732,8296.732,8356.732,8422.732,8496.732,8561.732,8641.732,8719.732,8777.732,8839.732,8908.732,8966.732,9055.732,9124.732,9183.732,9243.732,9297.732,9371.732,9434.732,9504.732,9552.732,9609.732,9673.732,9739.732,9818.732,9886.732,9963.732
25 70.0,142.0,216.0,285.0,355.0,423.0,486.0,550.0,623.0,687.0,748.0,809.0,880.0,956.0,1030.0,1109.0,1185.0,1250.0,1307.0,1365.0,1425.0,1499.0,1574.0,1633.0,1693.0,1752.0,1818.0,1900.0,1974.0,2051.0,2107.0,2170.0,2226.0,2288.0,2355.0,2427.0,2482.0,2556.0,2621.0,2703.0,2765.0,2831.0,2900.0,2958.0,3021.0,3086.0,3141.0,3210.0,3282.0,3353.0,3413.0,3471.0,3549.0,3601.0,3665.0,3728.0,3791.0,3864.0,3936.0,4003.0,4074.0,4132.0,4196.0,4261.0,4312.0,4383.0,4458.0,4515.0,4575.0,4637.0,4708.0,4779.0,4841.0,4912.0,4976.0,5043.0,5106.0,5182.0,5263.0,5319.0,5377.0,5438.0,5503.0,5568.0,5625.0,5692.0,5761.0,5823.0,5890.0,5954.0,6018.0,6074.0,7093.652,8097.652,8189.732,8272.732,8344.732,8402.732,8463.732,8519.732,8589.732,8664.732,8735.732,8813.732,8863.732,8937.732,9010.732,9076.732,9144.732,9217.732,9278.732,9338.732,9398.732,9472.732,9546.732,9616.732,9690.732,9750.732,9819.732,9890.732,9958.732
26 60.0,124.0,183.0,241.0,326.0,399.0,467.0,528.0,593.0,648.0,704.0,773.0,846.0,899.0,967.0,1023.0,1088.0,1155.0,1210.0,1278.0,1344.0,1408.0,1471.0,1531.0,1589.0,1650.0,1721.0,1780.0,1833.0,1891.0,1946.0,2016.0,2085.0,2160.0,2227.0,2291.0,2364.0,2417.0,2496.0,2563.0,2645.0,2722.0,2789.0,2854.0,2921.0,3008.0,3076.0,3156.0,3233.0,3304.0,3380.0,3453.0,3512.0,3570.0,3632.0,3702.0,3763.0,3839.0,3903.0,3973.0,4040.0,4096.0,4154.0,4218.0,4267.0,4331.0,4403.0,4465.0,4515.0,4570.0,4631.0,4704.0,4779.0,4834.0,4892.0,4979.0,5069.0,5123.0,5183.0,5245.0,5306.0,5369.0,5432.0,5495.0,5561.0,5637.0,5713.0,5778.0,5839.0,5907.0,5962.0,6046.0,7054.652,8042.652,8183.732,8244.732,8316.732,8374.732,8439.732,8512.732,8587.732,8657.732,8709.732,8775.732,8848.732,8927.732,8987.732,9058.732,9126.732,9205.732,9269.732,9333.732,9396.732,9458.732,9519.732,9603.732,9672.732,9737.732,9810.732,9906.732,9966.732
27 69.0,144.0,211.0,284.0,357.0,428.0,497.0,568.0,627.0,704.0,785.0,843.0,914.0,977.0,1042.0,1107.0,1168.0,1235.0,1305.0,1370.0,1447.0,1492.0,1545.0,1610.0,1680.0,1757.0,1830.0,1901.0,1946.0,2003.0,2067.0,2145.0,2209.0,2279.0,2361.0,2437.0,2499.0,2563.0,2637.0,2705.0,2773.0,2836.0,2911.0,2981.0,3047.0,3113.0,3181.0,3245.0,3309.0,3369.0,3435.0,3500.0,3555.0,3626.0,3708.0,3764.0,3824.0,3889.0,3954.0,4017.0,4093.0,4145.0,4225.0,4299.0,4371.0,4434.0,4510.0,4582.0,4660.0,4751.0,4825.0,4905.0,4974.0,5045.0,5118.0,5195.0,5256.0,5327.0,5384.0,5461.0,5540.0,5598.0,5656.0,5722.0,5784.0,5861.0,5919.0,5998.0,6064.0,7067.652,8011.652,8175.732,8239.732,8301.732,8366.732,8423.732,8491.732,8556.732,8624.732,8692.732,8749.732,8832.732,8906.732,8968.732,9039.732,9098.732,9169.732,9233.732,9310.732,9384.732,9455.732,9516.732,9588.732,9656.732,9739.732,9806.732,9883.732,9949.732
28 68.0,147.0,218.0,304.0,377.0,440.0,498.0,570.0,620.0,682.0,754.0,816.0,882.0,934.0,994.0,1070.0,1140.0,1221.0,1287.0,1339.0,1416.0,1498.0,1558.0,1624.0,1697.0,1769.0,1826.0,1883.0,1951.0,2031.0,2099.0,2176.0,2240.0,2318.0,2383.0,2452.0,2518.0,2582.0,2664.0,2731.0,2790.0,2863.0,2915.0,2982.0,3051.0,3116.0,3177.0,3241.0,3332.0,3395.0,3465.0,3532.0,3595.0,3658.0,3734.0,3791.0,3858.0,3922.0,3993.0,4057.0,4129.0,4204.0,4264.0,4321.0,4398.0,4465.0,4539.0,4607.0,4666.0,4729.0,4803.0,4864.0,4929.0,5014.0,5076.0,5138.0,5217.0,5287.0,5357.0,5434.0,5509.0,5564.0,5643.0,5708.0,5772.0,5846.0,5904.0,5963.0,6030.0,7049.652,8053.652,8169.732,8244.732,8314.732,8381.732,8460.732,8508.732,8578.732,8651.732,8716.732,8767.732,8826.732,8901.732,8960.732,9024.732,9098.732,9154.732,9213.732,9280.732,9361.732,9423.732,9488.732,9558.732,9631.732,9693.732,9768.732,9828.732,9894.732,9968.732
29 73.0,150.0,223.0,281.0,353.0,422.0,498.0,548.0,627.0,697.0,770.0,834.0,905.0,970.0,1030.0,1082.0,1130.0,1189.0,1268.0,1319.0,1385.0,1463.0,1530.0,1592.0,1670.0,1726.0,1796.0,1863.0,1925.0,1987.0,2060.0,2120.0,2193.0,2256.0,2337.0,2401.0,2475.0,2549.0,2603.0,2664.0,2724.0,2784.0,2855.0,2917.0,3009.0,3067.0,3140.0,3216.0,3282.0,3345.0,3408.0,3484.0,3539.0,3604.0,3669.0,3730.0,3802.0,3875.0,3940.0,4001.0,4079.0,4140.0,4215.0,4284.0,4355.0,4403.0,4464.0,4534.0,4589.0,4657.0,4709.0,4765.0,4828.0,4894.0,4967.0,5045.0,5107.0,5157.0,5221.0,5287.0,5350.0,5415.0,5478.0,5534.0,5603.0,5669.0,5726.0,5792.0,5851.0,5910.0,5987.0,6039.0,7061.652,8022.652,8170.732,8232.732,8311.732,8361.732,8431.732,8507.732,8587.732,8663.732,8722.732,8789.732,8865.732,8936.732,8998.732,9057.732,9113.732,9183.732,9245.732,9314.732,9389.732,9457.732,9514.732,9581.732,9647.732,9706.732,9768.732,9838.732,9901.732,9967.732
30 63.0,133.0,193.0,272.0,338.0,398.0,463.0,530.0,598.0,654.0,728.0,788.0,854.0,919.0,985.0,1061.0,1115.0,1198.0,1264.0,1331.0,1400.0,1457.0,1530.0,1603.0,1665.0,1731.0,1810.0,1864.0,1933.0,2014.0,2069.0,2122.0,2182.0,2246.0,2293.0,2370.0,2441.0,2499.0,2560.0,2640.0,2720.0,2789.0,2869.0,2942.0,3005.0,3062.0,3133.0,3207.0,3259.0,3326.0,3380.0,3443.0,3514.0,3586.0,3657.0,3718.0,3797.0,3859.0,3924.0,4005.0,4085.0,4140.0,4224.0,4299.0,4360.0,4424.0,4486.0,4543.0,4605.0,4662.0,4741.0,4821.0,4891.0,4963.0,5026.0,5088.0,5157.0,5219.0,5276.0,5341.0,5410.0,5474.0,5538.0,5599.0,5662.0,5736.0,5804.0,5874.0,5936.0,6005.0,6077.0,7086.652,8172.732,8241.732,8308.732,8369.732,8434.732,8501.732,8575.732,8655.732,8726.732,8791.732,8850.732,8912.732,8970.732,9039.732,9115.732,9188.732,9248.732,9318.732,9374.732,9444.732,9512.732,9573.732,9624.732,9696.732,9758.732,9823.732,9903.732,9976.732
31 72.0,146.0,222.0,301.0,373.0,429.0,500.0,563.0,641.0,713.0,771.0,837.0,901.0,967.0,1032.0,1102.0,1172.0,1235.0,1318.0,1379.0,1450.0,1529.0,1597.0,1671.0,1744.0,1815.0,1875.0,1963.0,2022.0,2083.0,2156.0,2209.0,2289.0,2361.0,2432.0,2494.0,2559.0,2630.0,2696.0,2762.0,2814.0,2889.0,2950.0,3008.0,3085.0,3156.0,3230.0,3286.0,3360.0,3439.0,3496.0,3563.0,3621.0,3688.0,3751.0,3821.0,3875.0,3945.0,4027.0,4101.0,4148.0,4213.0,4292.0,4351.0,4403.0,4469.0,4534.0,4588.0,4660.0,4718.0,4800.0,4870.0,4944.0,5006.0,5068.0,5139.0,5219.0,5296.0,5370.0,5440.0,5511.0,5584.0,5641.0,5692.0,5762.0,5824.0,5883.0,5957.0,6025.0,7102.652,8081.652,8182.732,8237.732,8306.732,8379.732,8436.732,8493.732,8558.732,8636.732,8698.732,8765.732,8828.732,8909.732,8963.732,9026.732,9110.732,9177.732,9242.732,9320.732,9379.732,9456.732,9518.732,9583.732,9654.732,9715.732,9789.732,9861.732,9930.732
32 60.0,131.0,205.0,264.0,343.0,416.0,477.0,543.0,611.0,667.0,729.0,794.0,850.0,922.0,984.0,1060.0,1146.0,1206.0,1269.0,1329.0,1393.0,1475.0,1532.0,1583.0,1651.0,1729.0,1786.0,1848.0,1932.0,1998.0,2066.0,2126.0,2196.0,2263.0,2326.0,2385.0,2456.0,2524.0,2576.0,2639.0,2699.0,2759.0,2833.0,2901.0,2957.0,3019.0,3086.0,3155.0,3218.0,3282.0,3342.0,3420.0,3496.0,3567.0,3636.0,3692.0,3762.0,3803.0,3872.0,3933.0,4000.0,4064.0,4138.0,4208.0,4291.0,4347.0,4401.0,4464.0,4532.0,4599.0,4678.0,4744.0,4806.0,4874.0,4946.0,5010.0,5090.0,5172.0,5234.0,5306.0,5374.0,5442.0,5513.0,5585.0,5655.0,5712.0,5767.0,5842.0,5921.0,5988.0,6056.0,7068.652,8167.732,8252.732,8318.732,8391.732,8463.732,8515.732,8579.732,8651.732,8711.732,8762.732,8832.732,8897.732,8962.732,9028.732,9087.732,9158.732,9229.732,9289.732,9367.732,9435.732,9494.732,9552.732,9630.732,9698.732,9792.732,9866.732,9936.732
33 73.0,141.0,217.0,286.0,357.0,421.0,485.0,558.0,633.0,677.0,744.0,812.0,899.0,962.0,1040.0,1093.0,1157.0,1219.0,1295.0,1358.0,1431.0,1501.0,1568.0,1640.0,1696.0,1764.0,1821.0,1897.0,1963.0,2024.0,2080.0,2146.0,2210.0,2269.0,2338.0,2400.0,2476.0,2530.0,2597.0,2661.0,2724.0,2799.0,2858.0,2929.0,3004.0,3065.0,3137.0,3209.0,3268.0,3337.0,3399.0,3469.0,3519.0,3578.0,3629.0,3686.0,3761.0,3829.0,3900.0,3968.0,4031.0,4100.0,4181.0,4252.0,4327.0,4385.0,4442.0,4503.0,4581.0,4649.0,4716.0,4771.0,4847.0,4904.0,4970.0,5043.0,5101.0,5151.0,5223.0,5276.0,5345.0,5410.0,5484.0,5551.0,5631.0,5701.0,5763.0,5820.0,5887.0,5943.0,5996.0,6063.0,7075.652,8080.652,8181.732,8256.732,8319.732,8388.732,8448.732,8508.732,8580.732,8646.732,8713.732,8770.732,8829.732,8902.732,8954.732,9023.732,9083.732,9155.732,9221.732,9303.732,9368.732,9422.732,9487.732,9554.732,9622.732,9686.732,9739.732,9800.732,9885.732,9950.732
34 75.0,145.0,217.0,290.0,352.0,416.0,470.0,541.0,601.0,647.0,727.0,802.0,869.0,947.0,1009.0,1078.0,1130.0,1188.0,1257.0,1327.0,1396.0,1468.0,1531.0,1603.0,1672.0,1736.0,1798.0,1865.0,1933.0,2007.0,2066.0,2132.0,2190.0,2237.0,2316.0,2381.0,2435.0,2516.0,2590.0,2651.0,2711.0,2763.0,2828.0,2889.0,2956.0,3014.0,3086.0,3155.0,3231.0,3293.0,3354.0,3425.0,3494.0,3565.0,3636.0,3709.0,3774.0,3833.0,3903.0,3975.0,4043.0,4109.0,4173.0,4234.0,4291.0,4357.0,4416.0,4479.0,4557.0,4625.0,4694.0,4765.0,4831.0,4904.0,4981.0,5050.0,5104.0,5173.0,5240.0,5297.0,5358.0,5422.0,5476.0,5541.0,5607.0,5673.0,5744.0,5821.0,5883.0,5944.0,6019.0,7104.652,8173.732,8238.732,8301.732,8357.732,8428.732,8488.732,8559.732,8637.732,8708.732,8773.732,8834.732,8908.732,8978.732,9058.732,9137.732,9195.732,9257.732,9320.732,9385.732,9446.732,9512.732,9584.732,9646.732,9729.732,9794.732,9849.732,9914.732,9989.732
35 72.0,126.0,190.0,242.0,305.0,373.0,447.0,514.0,587.0,657.0,716.0,796.0,864.0,919.0,988.0,1050.0,1111.0,1172.0,1233.0,1302.0,1367.0,1443.0,1500.0,1570.0,1642.0,1704.0,1783.0,1859.0,1928.0,1992.0,2045.0,2107.0,2175.0,2236.0,2314.0,2374.0,2425.0,2488.0,2550.0,2621.0,2685.0,2737.0,2808.0,2864.0,2926.0,3011.0,3062.0,3133.0,3189.0,3263.0,3350.0,3426.0,3487.0,3558.0,3612.0,3681.0,3744.0,3807.0,3872.0,3944.0,4007.0,4075.0,4136.0,4197.0,4257.0,4325.0,4391.0,4468.0,4539.0,4604.0,4669.0,4729.0,4791.0,4851.0,4915.0,4982.0,5048.0,5109.0,5188.0,5242.0,5305.0,5363.0,5420.0,5475.0,5534.0,5609.0,5669.0,5736.0,5820.0,5882.0,5944.0,5998.0,6074.0,7033.652,8043.652,8179.732,8241.732,8296.732,8371.732,8444.732,8500.732,8553.732,8640.732,8710.732,8779.732,8840.732,8904.732,8979.732,9049.732,9113.732,9165.732,9221.732,9293.732,9368.732,9430.732,9495.732,9566.732,9629.732,9699.732,9767.732,9837.732,9899.732,9967.732
36 55.0,114.0,177.0,244.0,317.0,387.0,454.0,509.0,573.0,655.0,738.0,801.0,867.0,932.0,997.0,1053.0,1114.0,1176.0,1253.0,1321.0,1401.0,1473.0,1541.0,1612.0,1669.0,1737.0,1802.0,1869.0,1944.0,2002.0,2063.0,2140.0,2201.0,2268.0,2325.0,2391.0,2455.0,2523.0,2593.0,2659.0,2723.0,2799.0,2858.0,2923.0,2992.0,3062.0,3131.0,3193.0,3260.0,3329.0,3389.0,3445.0,3507.0,3578.0,3652.0,3727.0,3788.0,3847.0,3917.0,3996.0,4062.0,4129.0,4188.0,4256.0,4321.0,4381.0,4451.0,4523.0,4592.0,4663.0,4721.0,4786.0,4856.0,4912.0,4988.0,5065.0,5139.0,5199.0,5269.0,5342.0,5418.0,5487.0,5557.0,5639.0,5703.0,5771.0,5838.0,5900.0,5960.0,6029.0,7135.652,8189.732,8257.732,8331.732,8395.732,8458.732,8512.732,8585.732,8650.732,8719.732,8798.732,8848.732,8923.732,8974.732,9043.732,9102.732,9158.732,9224.732,9305.732,9368.732,9427.732,9512.732,9579.732,9654.732,9723.732,9785.732,9855.732,9913.732,9976.732
37 75.0,144.0,209.0,279.0,331.0,394.0,462.0,522.0,597.0,654.0,738.0,796.0,856.0,921.0,1005.0,1066.0,1138.0,1206.0,1257.0,1317.0,1381.0,1445.0,1513.0,1567.0,1635.0,1686.0,1742.0,1813.0,1873.0,1939.0,2006.0,2071.0,2154.0,2203.0,2267.0,2352.0,2413.0,2475.0,2552.0,2620.0,2682.0,2745.0,2813.0,2873.0,2936.0,3002.0,3082.0,3144.0,3218.0,3283.0,3345.0,3403.0,3453.0,3512.0,3586.0,3657.0,3709.0,3781.0,3846.0,3909.0,3973.0,4045.0,4105.0,4172.0,4226.0,4291.0,4362.0,4418.0,4489.0,4561.0,4633.0,4698.0,4765.0,4836.0,4907.0,4974.0,5047.0,5101.0,5152.0,5209.0,5272.0,5324.0,5409.0,5471.0,5536.0,5618.0,5689.0,5750.0,5838.0,5909.0,5976.0,6045.0,7084.652,8090.652,8175.732,8245.732,8316.732,8387.732,8448.732,8523.732,8582.732,8644.732,8707.732,8793.732,8870.732,8925.732,8989.732,9048.732,9112.732,9180.732,9238.732,9307.732,9365.732,9411.732,9457.732,9519.732,9589.732,9656.732,9722.732,9777.732,9840.732,9905.732,9959.732
38 74.0,135.0,204.0,287.0,350.0,412.0,492.0,572.0,634.0,701.0,761.0,818.0,882.0,936.0,985.0,1053.0,1132.0,1206.0,1274.0,1341.0,1416.0,1484.0,1549.0,1615.0,1692.0,1757.0,1816.0,1894.0,1956.0,2031.0,2111.0,2174.0,2238.0,2308.0,2377.0,2444.0,2513.0,2583.0,2646.0,2710.0,2775.0,2841.0,2904.0,2951.0,3028.0,3089.0,3143.0,3218.0,3287.0,3359.0,3431.0,3487.0,3543.0,3609.0,3679.0,3746.0,3807.0,3869.0,3922.0,3989.0,4054.0,4124.0,4209.0,4271.0,4341.0,4417.0,4483.0,4565.0,4633.0,4701.0,4757.0,4822.0,4887.0,4945.0,5016.0,5081.0,5142.0,5193.0,5261.0,5328.0,5397.0,5468.0,5547.0,5616.0,5685.0,5750.0,5824.0,5882.0,5929.0,5987.0,6049.0,7121.652,8165.732,8221.732,8298.732,8362.732,8424.732,8506.732,8573.732,8635.732,8698.732,8770.732,8824.732,8877.732,8949.732,9020.732,9076.732,9134.732,9209.732,9278.732,9343.732,9404.732,9467.732,9542.732,9599.732,9666.732,9716.732,9771.732,9837.732,9906.732,9976.732
39 64.0,143.0,209.0,274.0,344.0,414.0,474.0,534.0,594.0,659.0,718.0,795.0,860.0,935.0,1007.0,1068.0,1121.0,1186.0,1251.0,1324.0,1394.0,1462.0,1530.0,1600.0,1675.0,1729.0,1796.0,1850.0,1926.0,1991.0,2059.0,2111.0,2175.0,2257.0,2338.0,2410.0,2493.0,2554.0,2613.0,2670.0,2746.0,2806.0,2876.0,2946.0,3015.0,3071.0,3142.0,3207.0,3273.0,3339.0,3400.0,3480.0,3537.0,3589.0,3653.0,3720.0,3779.0,3851.0,3917.0,3985.0,4056.0,4147.0,4229.0,4287.0,4358.0,4418.0,4487.0,4560.0,4614.0,4681.0,4742.0,4808.0,4879.0,4957.0,5022.0,5090.0,5157.0,5229.0,5295.0,5355.0,5427.0,5482.0,5556.0,5625.0,5681.0,5749.0,5825.0,5883.0,5949.0,6016.0,6076.0,7070.652,8043.652,8179.732,8252.732,8315.732,8402.732,8459.732,8526.732,8579.732,8648.732,8723.732,8782.732,8831.732,8896.732,8958.732,9028.732,9084.732,9147.732,9223.732,9300.732,9375.732,9430.732,9522.732,9608.732,9666.732,9734.732,9798.732,9856.732,9910.732,9980.732
40 77.0,137.0,209.0,257.0,332.0,401.0,465.0,526.0,603.0,678.0,750.0,808.0,867.0,927.0,992.0,1065.0,1131.0,1176.0,1226.0,1290.0,1364.0,1418.0,1480.0,1543.0,1605.0,1665.0,1714.0,1782.0,1843.0,1897.0,1953.0,2018.0,2074.0,2156.0,2232.0,2304.0,2381.0,2447.0,2508.0,2573.0,2647.0,2693.0,2773.0,2836.0,2903.0,2972.0,3037.0,3113.0,3180.0,3255.0,3321.0,3391.0,3470.0,3542.0,3609.0,3678.0,3752.0,3834.0,3899.0,3976.0,4036.0,4094.0,4155.0,4219.0,4284.0,4358.0,4426.0,4490.0,4562.0,4615.0,4678.0,4737.0,4818.0,4888.0,4947.0,4985.0,5063.0,5134.0,5210.0,5283.0,5345.0,5416.0,5493.0,5552.0,5621.0,5682.0,5751.0,5811.0,5872.0,5944.0,6006.0,6065.0,7068.652,8057.652,8180.732,8252.732,8313.732,8371.732,8429.732,8479.732,8544.732,8603.732,8682.732,8739.732,8807.732,8887.732,8960.732,9014.732,9082.732,9148.732,9214.732,9277.732,9341.732,9400.732,9459.732,9534.732,9598.732,9652.732,9718.732,9776.732,9838.732,9919.732,9974.732
41 59.0,126.0,204.0,276.0,344.0,409.0,488.0,544.0,614.0,695.0,768.0,823.0,880.0,931.0,990.0,1054.0,1122.0,1174.0,1241.0,1311.0,1375.0,1436.0,1493.0,1550.0,1606.0,1669.0,1745.0,1816.0,1876.0,1934.0,1994.0,2062.0,2126.0,2194.0,2259.0,2312.0,2390.0,2443.0,2500.0,2545.0,2605.0,2670.0,2737.0,2803.0,2870.0,2925.0,2992.0,3057.0,3120.0,3183.0,3242.0,3320.0,3393.0,3464.0,3529.0,3593.0,3648.0,3706.0,3756.0,3804.0,3872.0,3928.0,3988.0,4064.0,4129.0,4200.0,4267.0,4317.0,4377.0,4448.0,4517.0,4589.0,4659.0,4728.0,4802.0,4864.0,4918.0,4987.0,5050.0,5117.0,5181.0,5246.0,5310.0,5373.0,5431.0,5506.0,5563.0,5636.0,5697.0,5754.0,5819.0,5888.0,5961.0,6029.0,7057.652,8185.732,8248.732,8308.732,8386.732,8442.732,8510.732,8580.732,8640.732,8736.732,8796.732,8866.732,8922.732,8974.732,9038.732,9108.732,9171.732,9231.732,9298.732,9368.732,9453.732,9510.732,9580.732,9647.732,9713.732,9773.732,9841.732,9918.732
42 66.0,135.0,208.0,265.0,345.0,418.0,486.0,558.0,620.0,680.0,733.0,790.0,868.0,928.0,1007.0,1070.0,1134.0,1199.0,1263.0,1335.0,1387.0,1475.0,1548.0,1610.0,1673.0,1744.0,1819.0,1877.0,1944.0,2001.0,2082.0,2148.0,2224.0,2305.0,2366.0,2426.0,2494.0,2571.0,2647.0,2712.0,2775.0,2838.0,2903.0,2989.0,3047.0,3111.0,3179.0,3254.0,3327.0,3396.0,3465.0,3524.0,3598.0,3656.0,3725.0,3790.0,3852.0,3914.0,3981.0,4045.0,4123.0,4182.0,4257.0,4318.0,4381.0,4446.0,4509.0,4590.0,4649.0,4710.0,4787.0,4860.0,4929.0,4995.0,5061.0,5139.0,5198.0,5266.0,5327.0,5375.0,5437.0,5511.0,5580.0,5635.0,5700.0,5756.0,5837.0,5913.0,5984.0,6057.0,7110.652,8094.652,8166.732,8236.732,8303.732,8378.732,8454.732,8538.732,8594.732,8671.732,8746.732,8818.732,8887.732,8955.732,9041.732,9098.732,9171.732,9245.732,9317.732,9388.732,9452.732,9524.732,9598.732,9671.732,9729.732,9814.732,9872.732,9948.732
43 74.0,131.0,210.0,283.0,339.0,418.0,487.0,555.0,615.0,690.0,755.0,820.0,891.0,954.0,1031.0,1115.0,1162.0,1234.0,1309.0,1374.0,1446.0,1508.0,1568.0,1626.0,1688.0,1768.0,1824.0,1883.0,1943.0,1992.0,2067.0,2134.0,2203.0,2267.0,2338.0,2417.0,2503.0,2561.0,2635.0,2706.0,2779.0,2834.0,2905.0,2965.0,3041.0,3102.0,3172.0,3236.0,3294.0,3365.0,3449.0,3507.0,3585.0,3647.0,3715.0,3782.0,3854.0,3937.0,4007.0,4064.0,4130.0,4219.0,4283.0,4342.0,4399.0,4463.0,4532.0,4607.0,4668.0,4725.0,4803.0,4878.0,4930.0,4994.0,5074.0,5140.0,5215.0,5298.0,5376.0,5435.0,5495.0,5548.0,5624.0,5705.0,5775.0,5830.0,5899.0,5975.0,6044.0,7057.652,8089.652,8155.732,8220.732,8278.732,8343.732,8407.732,8474.732,8545.732,8605.732,8677.732,8759.732,8823.732,8896.732,8964.732,9027.732,9093.732,9164.732,9227.732,9295.732,9359.732,9433.732,9500.732,9575.732,9630.732,9700.732,9780.732,9841.732,9910.732,9978.732
44 71.0,135.0,211.0,288.0,343.0,411.0,472.0,548.0,598.0,667.0,719.0,779.0,863.0,908.0,980.0,1047.0,1135.0,1209.0,1264.0,1330.0,1380.0,1441.0,1493.0,1555.0,1635.0,1692.0,1762.0,1818.0,1884.0,1955.0,2029.0,2101.0,2151.0,2217.0,2290.0,2362.0,2421.0,2490.0,2566.0,2629.0,2694.0,2755.0,2818.0,2887.0,2959.0,3026.0,3083.0,3152.0,3219.0,3299.0,3369.0,3429.0,3491.0,3562.0,3634.0,3687.0,3735.0,3804.0,3862.0,3938.0,4004.0,4077.0,4142.0,4212.0,4281.0,4366.0,4431.0,4489.0,4553.0,4627.0,4692.0,4742.0,4812.0,4883.0,4953.0,5017.0,5097.0,5166.0,5241.0,5314.0,5373.0,5435.0,5506.0,5569.0,5626.0,5689.0,5759.0,5825.0,5904.0,5973.0,6056.0,7080.652,8104.652,8162.732,8220.732,8284.732,8347.732,8415.732,8501.732,8573.732,8642.732,8697.732,8754.732,8820.732,8888.732,8956.732,9018.732,9088.732,9153.732,9211.732,9292.732,9363.732,9433.732,9498.732,9556.732,9626.732,9703.732,9766.732,9835.732,9899.732,9970.732
45 70.0,133.0,199.0,250.0,326.0,385.0,446.0,518.0,596.0,670.0,749.0,831.0,901.0,977.0,1041.0,1114.0,1183.0,1246.0,1315.0,1373.0,1452.0,1508.0,1584.0,1650.0,1717.0,1804.0,1871.0,1935.0,1996.0,2059.0,2125.0,2190.0,2249.0,2298.0,2377.0,2442.0,2498.0,2579.0,2635.0,2708.0,2789.0,2843.0,2913.0,2976.0,3043.0,3124.0,3186.0,3240.0,3296.0,3356.0,3421.0,3482.0,3542.0,3601.0,3662.0,3740.0,3805.0,3877.0,3934.0,4017.0,4077.0,4128.0,4199.0,4273.0,4342.0,4412.0,4469.0,4547.0,4609.0,4664.0,4736.0,4805.0,4867.0,4943.0,5011.0,5079.0,5130.0,5199.0,5263.0,5332.0,5393.0,5459.0,5530.0,5587.0,5655.0,5723.0,5798.0,5859.0,5934.0,6000.0,6071.0,7101.652,8190.732,8261.732,8323.732,8380.732,8455.732,8530.732,8604.732,8666.732,8727.732,8792.732,8851.732,8926.732,8979.732,9055.732,9138.732,9219.732,9275.732,9338.732,9407.732,9473.732,9541.732,9608.732,9662.732,9722.732,9794.732,9869.732,9934.732
